Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,resistance_level_1
2003-06-15,118.4,118.57,117.21,117.68,0,122.02004135341059,118.89150000000002,115.76295864658945,45.94479072448893,118.57,117.21,121.06
2003-06-22,117.69,119.13,117.53,118.31,0,121.8683671083832,118.79450000000001,115.72063289161683,48.48939223776899,119.13,117.53,121.06
2003-06-29,118.32,120.04,117.36,119.86,0,121.79830289010522,118.76899999999998,115.73969710989473,54.20165111557844,120.04,117.36,121.06
2003-07-06,119.85,120.26,117.91,118.14,0,121.58722469327307,118.652,115.71677530672693,47.859187806633365,120.26,117.91,121.06
2003-07-13,118.15,118.72,117.42,117.73,0,121.58066884335281,118.62,115.6593311566472,46.463471367215774,118.72,117.42,121.06
2003-07-20,117.74,119.26,116.77,118.38,0,121.58421162190943,118.626,115.66778837809058,49.00265226892513,119.26,116.77,121.06
2003-07-27,118.38,119.42,118.34,119.15,0,121.58671138855344,118.7435,115.90028861144656,51.91229418982265,119.42,118.34,121.06
2003-08-03,119.15,120.73,119.07,119.89,0,121.70099930069922,118.84100000000001,115.9810006993008,54.593532112096284,120.73,119.07,121.06
2003-08-10,119.88,120.66,118.83,118.9,0,121.4067322229423,118.73299999999999,116.05926777705768,50.53402467393154,120.66,118.83,121.06
2003-08-17,118.9,119.73,118.23,119.38,0,121.40964840709819,118.7345,116.0593515929018,52.38281062260148,119.73,118.23,121.06
2003-08-24,119.38,119.83,117.35,117.61,0,121.12001572322184,118.576,116.03198427677815,45.61287940389206,119.83,117.35,121.06
2003-08-31,117.61,118.05,116.18,116.72,0,120.87473915167699,118.383,115.891260848323,42.62950876555464,118.05,116.18,121.06
2003-09-07,116.72,117.75,115.79,117.35,0,120.6648361406399,118.25049999999999,115.83616385936007,45.35416678790833,117.75,115.79,121.06
2003-09-14,117.35,117.56,116.13,117.35,0,120.37966952251479,118.1085,115.83733047748522,45.35416678790833,117.56,116.13,121.06
2003-09-21,117.35,117.73,111.41,112.16,0,121.16989941114272,117.76500000000001,114.3601005888573,31.19798452253218,117.73,111.41,121.06
2003-09-28,112.16,112.77,110.94,111.26,0,121.90913566055771,117.4835,113.0578643394423,29.479637305719947,112.77,110.94,121.06
2003-10-05,111.26,112.11,110.14,110.92,0,122.4677990166704,117.261,112.0542009833296,28.83353197934271,112.11,110.14,121.06
2003-10-12,110.91,111.37,108.32,108.37,0,123.32863534547482,116.83500000000001,110.3413646545252,24.49702137105247,111.37,108.32,121.06
2003-10-19,108.37,110.35,108.33,109.71,0,123.46186277692092,116.36399999999999,109.26613722307906,30.41919729318245,110.35,108.33,121.06
2003-10-26,109.72,110.61,108.62,108.64,0,123.65495621492916,115.87550000000002,108.09604378507088,28.497074372025637,110.61,108.62,121.06
2003-11-02,108.64,110.26,107.89,110.25,0,123.6062154994791,115.50399999999999,107.40178450052088,35.13830390883565,110.26,107.89,121.06
2003-11-09,110.25,111.52,109.07,109.54,0,123.45691817573166,115.0655,106.67408182426834,33.65381768179361,111.52,109.07,121.06
2003-11-16,109.55,109.55,107.9,109.39,0,122.97790564195685,114.542,106.10609435804315,33.33341745641323,109.55,107.9,121.06
2003-11-23,109.39,109.76,107.55,108.9,0,122.6874409669773,114.08,105.47255903302269,32.253176900352216,109.76,107.55,121.06
2003-11-30,108.9,110.08,108.86,109.73,0,122.3152788026791,113.67999999999999,105.04472119732088,36.03457681510227,110.08,108.86,121.06
2003-12-07,109.73,109.84,107.55,107.66,0,121.87606367361113,113.144,104.41193632638888,31.33677292886283,109.84,107.55,121.06
2003-12-14,107.66,108.76,106.75,108.12,0,121.12866043663655,112.59250000000002,104.05633956336348,33.41421605756955,108.76,106.75,121.06
2003-12-21,108.12,108.19,107.25,107.67,0,120.07892249113868,111.98149999999998,103.88407750886128,32.38205215602065,108.19,107.25,121.06
2003-12-28,107.67,107.69,106.97,107.04,0,119.10032280657424,111.3885,103.67667719342575,30.941048333058646,107.69,106.97,121.06
