Datetime,Open,High,Low,Close,Volume,bb_upper,bb_middle,bb_lower,rsi,tokyo_high,tokyo_low,resistance_level_1
2008-10-05,106.45,106.56,103.54,103.76,0,110.82547803844335,107.08599999999998,103.34652196155662,40.65982958907859,106.56,103.54,110.16
2008-10-12,103.77,103.78,97.93,100.12,0,111.48119220231158,106.926,102.37080779768843,32.899460520533566,103.78,97.93,110.16
2008-10-19,100.11,103.09,99.29,101.77,0,111.79131692737471,106.7415,101.6916830726253,38.618481550731055,103.09,99.29,110.16
2008-10-26,101.76,102.44,90.92,94.03,0,113.67035230767398,106.17849999999999,98.68664769232599,26.995290303532457,102.44,90.92,110.16
2008-11-02,94.02,99.73,92.07,99.2,0,113.73221344224527,105.72349999999999,97.7147865577547,39.9880693896712,99.73,92.07,110.16
2008-11-09,99.21,100.58,96.79,98.95,0,113.79452507210245,105.304,96.81347492789756,39.620863815873506,100.58,96.79,110.16
2008-11-16,98.97,99.5,94.48,97.36,0,114.01051846790837,104.8595,95.70848153209162,37.27634384838397,99.5,94.48,110.16
2008-11-23,97.37,97.5,93.58,95.43,0,114.22954398312821,104.274,94.31845601687179,34.59994821370836,97.5,93.58,110.16
2008-11-30,95.44,97.46,94.64,95.36,0,114.333368853965,103.71549999999999,93.09763114603498,34.503186928276236,97.46,94.64,110.16
2008-12-07,95.37,95.37,91.61,92.79,0,114.53658062073085,103.01500000000001,91.49341937926918,31.06793683155125,95.37,91.61,110.16
2008-12-14,92.8,93.93,88.64,90.95,0,114.59712235865874,102.1715,89.74587764134125,28.853008699499696,93.93,88.64,110.16
2008-12-21,90.96,91.14,87.13,90.03,0,114.5032996182455,101.288,88.07270038175449,27.78633123012378,91.14,87.13,110.16
2008-12-28,90.04,91.01,89.57,90.56,0,113.69177373817878,100.31800000000001,86.94422626182124,29.40547626880503,91.01,89.57,110.16
